,time,fr_hip_kp,fr_hip_kd,fr_hip_tau,fr_hip_q_r,fr_hip_dq_r,fr_hip_tau_est,fr_hip_q,fr_hip_dq,fr_thigh_kp,fr_thigh_kd,fr_thigh_tau,fr_thigh_q_r,fr_thigh_dq_r,fr_thigh_tau_est,fr_thigh_q,fr_thigh_dq,fr_calf_kp,fr_calf_kd,fr_calf_tau,fr_calf_q_r,fr_calf_dq_r,fr_calf_tau_est,fr_calf_q,fr_calf_dq,fl_hip_kp,fl_hip_kd,fl_hip_tau,fl_hip_q_r,fl_hip_dq_r,fl_hip_tau_est,fl_hip_q,fl_hip_dq,fl_thigh_kp,fl_thigh_kd,fl_thigh_tau,fl_thigh_q_r,fl_thigh_dq_r,fl_thigh_tau_est,fl_thigh_q,fl_thigh_dq,fl_calf_kp,fl_calf_kd,fl_calf_tau,fl_calf_q_r,fl_calf_dq_r,fl_calf_tau_est,fl_calf_q,fl_calf_dq,br_hip_kp,br_hip_kd,br_hip_tau,br_hip_q_r,br_hip_dq_r,br_hip_tau_est,br_hip_q,br_hip_dq,br_thigh_kp,br_thigh_kd,br_thigh_tau,br_thigh_q_r,br_thigh_dq_r,br_thigh_tau_est,br_thigh_q,br_thigh_dq,br_calf_kp,br_calf_kd,br_calf_tau,br_calf_q_r,br_calf_dq_r,br_calf_tau_est,br_calf_q,br_calf_dq,bl_hip_kp,bl_hip_kd,bl_hip_tau,bl_hip_q_r,bl_hip_dq_r,bl_hip_tau_est,bl_hip_q,bl_hip_dq,bl_thigh_kp,bl_thigh_kd,bl_thigh_tau,bl_thigh_q_r,bl_thigh_dq_r,bl_thigh_tau_est,bl_thigh_q,bl_thigh_dq,bl_calf_kp,bl_calf_kd,bl_calf_tau,bl_calf_q_r,bl_calf_dq_r,bl_calf_tau_est,bl_calf_q,bl_calf_dq,fr_foot_x,fr_foot_y,fr_foot_z,fl_foot_x,fl_foot_y,fl_foot_z,br_foot_x,br_foot_y,br_foot_z,bl_foot_x,bl_foot_y,bl_foot_z,robot_x,robot_y,robot_z
1910,1910,40,1,0,0.219909,0,5.64033,0.0808336,0.155021,40,1,0,0.784633,0,3.90865,0.608744,3.31357,40,1,0,-1.30218,0,9.38818,-1.52037,-0.0667264,40,1,0,0.0440118,0,2.10275,-0.0394745,1.2828,40,1,0,0.770609,0,-2.74595,1.03178,-7.29761,40,1,0,-1.89137,0,-0.616396,-1.68967,-7.86563,40,1,0,-0.0470021,0,-0.445289,0.0185476,-2.11216,40,1,0,0.80968,0,-2.0038,0.956234,-3.53835,40,1,0,-1.74576,0,-1.61211,-1.53776,-7.54211,40,1,0,-0.214138,0,-5.86297,-0.0590286,-0.492191,40,1,0,0.839496,0,8.1389,0.574252,2.9609,40,1,0,-1.06754,0,15.3625,-1.4378,0.0566163,-0.0600141,-0.0692062,-0.322244,0.0421671,0.083429,-0.294849,0.0476866,-0.0891413,-0.316717,-0.0591321,0.0754681,-0.333308,11.634,8.04435,0.310205
1911,1911,40,1,0,0.219909,0,5.83823,0.0808336,-0.0387552,40,1,0,0.784633,0,3.95813,0.618069,2.91827,40,1,0,-1.30218,0,9.24593,-1.52056,-0.137497,40,1,0,0.0440118,0,2.02854,-0.0374762,1.27505,40,1,0,0.770609,0,-3.1665,1.02088,-7.09221,40,1,0,-1.89137,0,0.0948301,-1.71227,-8.25385,40,1,0,-0.0470021,0,-0.321598,0.0118563,-2.19742,40,1,0,0.80968,0,-1.73168,0.949785,-3.94528,40,1,0,-1.74576,0,-1.28021,-1.54936,-7.08918,40,1,0,-0.214138,0,-5.96193,-0.0607242,-0.395303,40,1,0,0.839496,0,8.0152,0.578582,2.78263,40,1,0,-1.06754,0,15.4573,-1.43771,0.0808805,-0.0570954,-0.0691649,-0.322754,0.0349468,0.084124,-0.291856,0.0434437,-0.0912727,-0.314922,-0.057696,0.0748865,-0.333705,11.6365,8.04597,0.310659
1912,1912,40,1,0,0.219909,0,6.03614,0.0805611,-0.236407,40,1,0,0.784633,0,3.63653,0.62255,3.30582,40,1,0,-1.30218,0,9.24593,-1.52074,-0.123343,40,1,0,0.0440118,0,1.63273,-0.0352053,1.46495,40,1,0,0.770609,0,-4.8487,1.01256,-5.72415,40,1,0,-1.89137,0,0.047415,-1.72363,-7.67354,40,1,0,-0.0470021,0,-0.321598,0.00894964,-2.02302,40,1,0,0.80968,0,-1.38534,0.938794,-3.86777,40,1,0,-1.74576,0,-0.806056,-1.56037,-7.24285,40,1,0,-0.214138,0,-5.98666,-0.0612692,-0.379801,40,1,0,0.839496,0,7.44622,0.586394,2.84851,40,1,0,-1.06754,0,15.4573,-1.43769,0.0161761,-0.0557032,-0.069235,-0.322956,0.0305546,0.0848362,-0.290253,0.0379252,-0.0921967,-0.313651,-0.0551254,0.0746775,-0.334188,11.6385,8.0473,0.311146
1913,1913,40,1,0,0.219909,0,6.25879,0.079895,-0.523196,40,1,0,0.784633,0,3.26545,0.627395,3.22831,40,1,0,-1.30218,0,9.29335,-1.52126,-0.153673,40,1,0,0.0440118,0,1.31113,-0.0298765,1.70135,40,1,0,0.770609,0,-4.8487,1.00483,-5.16607,40,1,0,-1.89137,0,0.047415,-1.73526,-7.40057,40,1,0,-0.0470021,0,-0.321598,0.00574023,-1.87188,40,1,0,0.80968,0,-1.26165,0.932981,-3.79801,40,1,0,-1.74576,0,-0.28449,-1.58132,-7.27925,40,1,0,-0.214138,0,-6.06088,-0.0617536,-0.321668,40,1,0,0.839496,0,7.29779,0.590966,3.1198,40,1,0,-1.06754,0,15.5521,-1.43771,-0.0222421,-0.0542452,-0.0694363,-0.323082,0.0263349,0.0864279,-0.288252,0.0322357,-0.0932181,-0.3107,-0.0536232,0.0745004,-0.33447,11.6385,8.0473,0.311146
1914,1914,40,1,0,0.219909,0,6.35774,0.0785022,-0.515445,40,1,0,0.784633,0,3.1665,0.632603,3.27482,40,1,0,-1.30218,0,9.24593,-1.52153,-0.169849,40,1,0,0.0440118,0,1.60799,-0.027424,1.44945,40,1,0,0.770609,0,-3.58705,0.995479,-5.31722,40,1,0,-1.89137,0,-0.047415,-1.74646,-6.99212,40,1,0,-0.0470021,0,-0.247383,0.0032272,-1.81375,40,1,0,0.80968,0,-1.11322,0.926804,-3.71663,40,1,0,-1.74576,0,-0.047415,-1.59231,-7.40663,40,1,0,-0.214138,0,-5.96193,-0.0622986,-0.352673,40,1,0,0.839496,0,7.27306,0.595568,2.7865,40,1,0,-1.06754,0,15.4573,-1.43769,0.0465063,-0.0526351,-0.0698682,-0.323214,0.0217695,0.0871761,-0.286526,0.0283217,-0.0940029,-0.309107,-0.052105,0.0743028,-0.334756,11.6399,8.0484,0.311382
1915,1915,40,1,0,0.219909,0,6.40722,0.077715,-0.51932,40,1,0,0.784633,0,3.01807,0.641141,3.10817,40,1,0,-1.30218,0,9.05627,-1.52168,-0.0707704,40,1,0,0.0440118,0,1.31113,-0.0249413,1.59284,40,1,0,0.770609,0,-1.21218,0.97592,-7.18522,40,1,0,-1.89137,0,0.142245,-1.7578,-6.69084,40,1,0,-0.0470021,0,-0.445289,-0.00195026,-1.40682,40,1,0,0.80968,0,-0.940055,0.920658,-3.5306,40,1,0,-1.74576,0,0.047415,-1.60342,-7.00425,40,1,0,-0.214138,0,-5.96193,-0.063328,-0.255785,40,1,0,0.839496,0,7.19884,0.600049,2.66636,40,1,0,-1.06754,0,15.4573,-1.43764,0.0384182,-0.049952,-0.0700908,-0.323568,0.0143488,0.0879235,-0.284853,0.0244327,-0.0955993,-0.307184,-0.0506208,0.0739431,-0.33507,11.6399,8.0484,0.311382
1916,1916,40,1,0,0.173311,0,6.48143,0.0769278,-0.503818,40,1,0,0.401065,0,2.74595,0.645804,2.95702,40,1,0,-1.51488,0,9.00886,-1.52179,-0.0566163,40,1,0,0.0163875,0,0.964793,-0.0222163,1.63935,40,1,0,0.87394,0,-0.964793,0.964838,-7.27436,40,1,0,-1.75928,0,0.995716,-1.77715,-6.67871,40,1,0,-0.106989,0,-0.371074,-0.00437248,-1.39131,40,1,0,0.956281,0,-0.247383,0.909182,-4.04217,40,1,0,-1.72199,0,0.237075,-1.61495,-6.86878,40,1,0,-0.0752401,0,-6.03614,-0.0636914,-0.174399,40,1,0,0.636376,0,6.80303,0.60783,2.81751,40,1,0,-1.34483,0,15.4573,-1.4376,0.0343742,-0.0484889,-0.0703293,-0.323722,0.00812418,0.0887673,-0.281554,0.0188754,-0.0963367,-0.305503,-0.0480462,0.0737964,-0.335488,11.6425,8.05014,0.31182
1917,1917,40,1,0,0.173311,0,6.38248,0.0754442,-0.472814,40,1,0,0.401065,0,2.49857,0.650678,3.03066,40,1,0,-1.51488,0,8.96144,-1.52179,-0.00808805,40,1,0,0.0163875,0,0.692672,-0.0190977,1.98814,40,1,0,0.87394,0,-0.593719,0.953847,-7.06896,40,1,0,-1.75928,0,1.23279,-1.7881,-6.4664,40,1,0,-0.106989,0,-0.272121,-0.00667354,-1.45332,40,1,0,0.956281,0,-0.123691,0.902915,-3.85615,40,1,0,-1.72199,0,0.853471,-1.62372,-7.00223,40,1,0,-0.0752401,0,-5.98666,-0.0640244,-0.193776,40,1,0,0.636376,0,6.6546,0.612281,2.85626,40,1,0,-1.34483,0,15.4099,-1.43755,0.0343742,-0.0469413,-0.070792,-0.323849,0.0033502,0.089679,-0.279493,0.0154369,-0.0970314,-0.304069,-0.0465691,0.0736707,-0.33573,11.6447,8.05205,0.312229
1918,1918,40,1,0,0.173311,0,6.35774,0.0749295,-0.352673,40,1,0,0.401065,0,2.3254,0.655129,3.01516,40,1,0,-1.51488,0,9.05627,-1.52172,0.0222421,40,1,0,0.0163875,0,0.321598,-0.0134358,1.90676,40,1,0,0.87394,0,-0.173168,0.943583,-6.78217,40,1,0,-1.75928,0,1.65953,-1.79729,-6.53717,40,1,0,-0.106989,0,-0.247383,-0.008793,-1.39131,40,1,0,0.956281,0,-0.0742148,0.897526,-3.53835,40,1,0,-1.72199,0,1.32762,-1.644,-6.30868,40,1,0,-0.0752401,0,-5.98666,-0.064418,-0.189901,40,1,0,0.636376,0,6.38248,0.616247,2.82913,40,1,0,-1.34483,0,15.3625,-1.43739,0.0566163,-0.0455156,-0.0709422,-0.324032,-0.000897579,0.0912811,-0.277413,0.010338,-0.0976487,-0.300809,-0.0452338,0.0735251,-0.335968,11.6447,8.05205,0.312229
1919,1919,40,1,0,0.173311,0,5.02187,0.0740514,-0.515445,40,1,0,0.401065,0,-9.10369,0.657612,1.40294,40,1,0,-1.51488,0,2.22851,-1.52194,-0.238597,40,1,0,0.0163875,0,-0.222645,-0.0105594,1.72073,40,1,0,0.87394,0,2.647,0.926355,-5.63501,40,1,0,-1.75928,0,5.9743,-1.80646,-6.05391,40,1,0,-0.106989,0,-2.10275,-0.0126685,-1.41844,40,1,0,0.956281,0,4.10655,0.89253,-2.82138,40,1,0,-1.72199,0,2.32334,-1.65373,-6.53514,40,1,0,-0.0752401,0,-1.50904,-0.06463,0.248034,40,1,0,0.636376,0,0.321598,0.619699,1.57734,40,1,0,-1.34483,0,6.3062,-1.43755,-0.254774,-0.0447594,-0.0712213,-0.324042,-0.00700482,0.0920963,-0.275475,0.00720297,-0.098795,-0.29894,-0.0441175,0.0734456,-0.336111,11.6461,8.05307,0.31243
1920,1920,40,1,0,0.173311,0,5.21978,0.0725981,-0.968881,40,1,0,0.401065,0,-5.83823,0.649679,-3.73988,40,1,0,-1.51488,0,2.27592,-1.52304,-0.768365,40,1,0,0.0163875,0,-0.222645,-0.00801611,1.43782,40,1,0,0.87394,0,2.22645,0.918786,-4.61962,40,1,0,-1.75928,0,5.21565,-1.82156,-4.6385,40,1,0,-0.106989,0,-1.6822,-0.0155751,-1.84475,40,1,0,0.956281,0,3.4881,0.890289,-1.59284,40,1,0,-1.72199,0,2.513,-1.66327,-6.08626,40,1,0,-0.0752401,0,-1.88011,-0.0630556,1.06189,40,1,0,0.636376,0,0.940055,0.620335,0.356548,40,1,0,-1.34483,0,6.59069,-1.4388,-0.851267,-0.0474431,-0.0717328,-0.32338,-0.0112544,0.0928189,-0.272469,0.00495222,-0.0996399,-0.297142,-0.0441035,0.0739862,-0.335813,11.6461,8.05307,0.31243
1921,1921,40,1,0,0.173311,0,5.12082,0.0709631,-0.930126,40,1,0,0.401065,0,-8.43575,0.64538,-2.0114,40,1,0,-1.51488,0,2.65524,-1.52464,-1.23545,40,1,0,0.0163875,0,-0.346336,-0.00550309,1.33318,40,1,0,0.87394,0,3.76022,0.910641,-5.20095,40,1,0,-1.75928,0,4.97858,-1.82799,-3.88631,40,1,0,-0.106989,0,-1.58325,-0.0188149,-1.95326,40,1,0,0.956281,0,4.52711,0.887201,-1.39131,40,1,0,-1.72199,0,2.32334,-1.67318,-5.44124,40,1,0,-0.0752401,0,-1.70694,-0.0611783,0.99601,40,1,0,0.636376,0,0.643195,0.620395,0.0775105,40,1,0,-1.34483,0,6.25879,-1.44088,-1.2496,-0.0490412,-0.0722961,-0.322774,-0.0143698,0.0935103,-0.270963,0.00241195,-0.100572,-0.295228,-0.0444109,0.0746377,-0.335327,11.6476,8.05438,0.312788
1922,1922,40,1,0,0.173311,0,5.31873,0.0693281,-0.941752,40,1,0,0.401065,0,-10.8601,0.644986,0.170523,40,1,0,-1.51488,0,1.99143,-1.52931,-1.37295,40,1,0,0.0163875,0,0.0,-0.00223312,0.728598,40,1,0,0.87394,0,5.19504,0.900529,-5.9528,40,1,0,-1.75928,0,4.64667,-1.83367,-3.07346,40,1,0,-0.106989,0,-2.62226,-0.0213582,-1.1084,40,1,0,0.956281,0,6.23405,0.882538,-2.76712,40,1,0,-1.72199,0,2.22851,-1.68076,-5.04896,40,1,0,-0.0752401,0,-1.55851,-0.0595131,0.922375,40,1,0,0.636376,0,0.173168,0.621152,0.530947,40,1,0,-1.34483,0,5.83205,-1.44273,-1.26982,-0.0498495,-0.0728826,-0.321808,-0.0178855,0.0943985,-0.269447,-0.000195224,-0.101296,-0.293736,-0.0444508,0.0752125,-0.334925,11.6474,8.05385,0.312959
1923,1923,40,1,0,0.173311,0,4.47763,0.0677234,-0.248034,40,1,0,0.401065,0,-12.2949,0.646984,1.43394,40,1,0,-1.51488,0,1.61211,-1.53116,-1.23141,40,1,0,0.0163875,0,0.0,-0.00111285,0.693719,40,1,0,0.87394,0,5.54138,0.891324,-6.00319,40,1,0,-1.75928,0,4.59926,-1.83777,-2.83284,40,1,0,-0.106989,0,-3.33967,-0.0222059,-0.422432,40,1,0,0.956281,0,6.87724,0.877331,-3.34845,40,1,0,-1.72199,0,2.513,-1.69613,-4.88114,40,1,0,-0.0752401,0,-1.4843,-0.0582717,0.798358,40,1,0,0.636376,0,0.0494766,0.622,0.643337,40,1,0,-1.34483,0,5.02599,-1.44654,-1.00696,-0.0494878,-0.0734144,-0.321462,-0.0209146,0.0947014,-0.268403,-0.00417044,-0.101488,-0.291082,-0.0447668,0.0756634,-0.334228,11.6474,8.05385,0.312959
1924,1924,40,1,0,0.173311,0,4.20551,0.067784,0.0155021,40,1,0,0.401065,0,-12.7155,0.649831,2.06178,40,1,0,-1.51488,0,1.51728,-1.53296,-1.0838,40,1,0,0.0163875,0,0.0,3.76999e-05,0.728598,40,1,0,0.87394,0,5.54138,0.873945,-5.58851,40,1,0,-1.75928,0,5.07341,-1.84164,-2.57604,40,1,0,-0.106989,0,-2.35014,-0.0242043,-0.937877,40,1,0,0.956281,0,6.80303,0.872274,-3.24769,40,1,0,-1.72199,0,2.46558,-1.70278,-4.44236,40,1,0,-0.0752401,0,-1.41008,-0.0571514,0.802233,40,1,0,0.636376,0,-0.56898,0.623756,1.19754,40,1,0,-1.34483,0,4.88375,-1.44797,-0.871487,-0.0488521,-0.0734072,-0.321286,-0.0260803,0.0950101,-0.267158,-0.0066887,-0.102042,-0.289728,-0.0444132,0.0760472,-0.333979,11.6473,8.05376,0.313015
1925,1925,40,1,0,0.173311,0,4.05708,0.0681473,0.240282,40,1,0,0.401065,0,-10.2416,0.652707,0.0658839,40,1,0,-1.51488,0,1.46987,-1.53461,-0.95439,40,1,0,0.0163875,0,-0.0494766,0.00127909,0.674341,40,1,0,0.87394,0,4.89818,0.865709,-4.72814,40,1,0,-1.75928,0,5.59497,-1.84554,-2.28892,40,1,0,-0.106989,0,-1.63273,-0.0266264,-1.39131,40,1,0,0.956281,0,6.08562,0.86855,-2.59273,40,1,0,-1.72199,0,3.08198,-1.70997,-4.15321,40,1,0,-0.0752401,0,-0.667934,-0.0563945,-0.0387552,40,1,0,0.636376,0,-2.20171,0.627511,2.42995,40,1,0,-1.34483,0,4.59926,-1.44929,-0.685462,-0.0481846,-0.0733008,-0.321161,-0.0287811,0.0953404,-0.266072,-0.00888261,-0.10271,-0.288225,-0.0433829,0.0763031,-0.333865,11.6473,8.05376,0.313015
1926,1926,40,1,0,0.144435,0,3.85917,0.0688437,0.430183,40,1,0,0.363919,0,-9.4995,0.651647,-0.682092,40,1,0,-1.44321,0,1.51728,-1.53598,-0.877553,40,1,0,-0.0257723,0,-0.0494766,0.00252047,0.620084,40,1,0,0.722081,0,5.41768,0.857565,-4.45298,40,1,0,-1.6807,0,4.59926,-1.85208,-1.78341,40,1,0,-0.088802,0,-1.11322,-0.0298056,-1.91838,40,1,0,0.932834,0,4.8487,0.863918,-1.06964,40,1,0,-1.75951,0,3.7932,-1.71689,-4.10469,40,1,0,-0.0556153,0,-0.445289,-0.0567881,-0.251909,40,1,0,0.622877,0,-3.06755,0.637018,3.01903,40,1,0,-1.33424,0,4.26735,-1.45014,-0.432711,-0.0487194,-0.0730975,-0.320917,-0.0317719,0.0956668,-0.264451,-0.0112808,-0.103589,-0.286658,-0.0403877,0.0761572,-0.33415,11.6479,8.05275,0.313044
1927,1927,40,1,0,0.144435,0,3.686,0.0696309,0.527071,40,1,0,0.363919,0,-9.05421,0.649982,-1.24017,40,1,0,-1.44321,0,1.32762,-1.5386,-0.837113,40,1,0,-0.0257723,0,-0.0247383,0.00415546,0.585204,40,1,0,0.722081,0,6.08562,0.850571,-5.11182,40,1,0,-1.6807,0,3.88803,-1.85393,-1.21927,40,1,0,-0.088802,0,-0.890578,-0.0328636,-1.95326,40,1,0,0.932834,0,5.36821,0.861949,-1.29442,40,1,0,-1.75951,0,3.69837,-1.72888,-4.32508,40,1,0,-0.0556153,0,-0.420551,-0.0572423,-0.321668,40,1,0,0.622877,0,-3.43862,0.641438,3.00353,40,1,0,-1.33424,0,4.21994,-1.45064,-0.258818,-0.0496249,-0.072883,-0.320427,-0.0338512,0.0960966,-0.263708,-0.013648,-0.104395,-0.284227,-0.0390119,0.0760002,-0.334276,11.6498,8.05376,0.313139
1928,1928,40,1,0,0.144435,0,3.66127,0.071387,0.612333,40,1,0,0.363919,0,-8.63366,0.647832,-1.42619,40,1,0,-1.44321,0,1.23279,-1.53953,-0.588406,40,1,0,-0.0257723,0,0.0247383,0.00494266,0.445685,40,1,0,0.722081,0,0.890578,0.837067,-4.85991,40,1,0,-1.6807,0,3.4613,-1.85514,-0.707704,40,1,0,-0.088802,0,-0.989531,-0.0352556,-1.91838,40,1,0,0.932834,0,5.71454,0.859406,-1.56184,40,1,0,-1.75951,0,3.22422,-1.7342,-3.76499,40,1,0,-0.0556153,0,-0.272121,-0.0579084,-0.461187,40,1,0,0.622877,0,-3.36441,0.64598,2.99966,40,1,0,-1.33424,0,4.03028,-1.45088,0.0586384,-0.0504358,-0.0723398,-0.320281,-0.0375615,0.0963007,-0.262913,-0.0151667,-0.105041,-0.283004,-0.0375534,0.0757698,-0.33446,11.6498,8.05376,0.313139
1929,1929,40,1,0,0.144435,0,2.74595,0.0721742,0.383677,40,1,0,0.363919,0,-8.6584,0.641928,-2.51909,40,1,0,-1.44321,0,3.27164,-1.54021,-0.390248,40,1,0,-0.0257723,0,-1.18744,0.00554821,0.263536,40,1,0,0.722081,0,1.03901,0.829861,-5.42961,40,1,0,-1.6807,0,5.26307,-1.8553,0.26084,40,1,0,-0.088802,0,-0.766887,-0.0401302,-1.36418,40,1,0,0.932834,0,4.0076,0.856106,-0.871993,40,1,0,-1.75951,0,1.65953,-1.73921,-3.46775,40,1,0,-0.0556153,0,0.123691,-0.0586956,-0.139519,40,1,0,0.622877,0,-3.63653,0.653216,2.34082,40,1,0,-1.33424,0,4.4096,-1.45072,0.143563,-0.0523879,-0.0721183,-0.319913,-0.0394773,0.0964581,-0.262546,-0.0168456,-0.106381,-0.28155,-0.0351426,0.0754895,-0.334809,11.6507,8.05437,0.313184
1930,1930,40,1,0,0.144435,0,2.86964,0.0725073,0.18215,40,1,0,0.363919,0,-8.0152,0.637629,-3.10817,40,1,0,-1.44321,0,3.08198,-1.54021,0.141541,40,1,0,-0.0257723,0,-1.50904,0.00618404,0.201527,40,1,0,0.722081,0,0.692672,0.822897,-4.85991,40,1,0,-1.6807,0,5.12082,-1.85424,0.816893,40,1,0,-0.088802,0,-0.791625,-0.0418863,-1.20916,40,1,0,0.932834,0,3.56231,0.855349,-0.391428,40,1,0,-1.75951,0,1.51728,-1.74707,-2.9117,40,1,0,-0.0556153,0,-0.0247383,-0.0585745,0.14727,40,1,0,0.622877,0,-3.90865,0.656819,2.55785,40,1,0,-1.33424,0,4.4096,-1.45038,0.254774,-0.053737,-0.0720283,-0.31971,-0.0411834,0.0966246,-0.262412,-0.0182037,-0.106816,-0.279947,-0.033898,0.0755194,-0.334981,11.6524,8.05617,0.313283
1931,1931,40,1,0,0.144435,0,2.67173,0.0732037,0.267411,40,1,0,0.363919,0,-7.02567,0.628243,-3.71275,40,1,0,-1.44321,0,2.8449,-1.53971,0.359918,40,1,0,-0.0257723,0,-1.78116,0.00675932,0.422432,40,1,0,0.722081,0,0.593719,0.81127,-4.18169,40,1,0,-1.6807,0,4.97858,-1.85274,1.09795,40,1,0,-0.088802,0,-0.742148,-0.0450655,-1.14716,40,1,0,0.932834,0,3.29019,0.854986,-0.158896,40,1,0,-1.75951,0,1.51728,-1.75076,-2.7742,40,1,0,-0.0556153,0,-0.222645,-0.057757,0.368175,40,1,0,0.622877,0,-4.20551,0.660241,2.59273,40,1,0,-1.33424,0,4.45701,-1.44963,0.262862,-0.0566073,-0.0718368,-0.319335,-0.0440643,0.0967742,-0.262158,-0.0188371,-0.107676,-0.27894,-0.0326486,0.0757797,-0.335154,11.6524,8.05617,0.313283
1932,1932,40,1,0,0.144435,0,2.39961,0.0741423,0.48444,40,1,0,0.363919,0,-7.02567,0.628243,-3.71275,40,1,0,-1.44321,0,2.65524,-1.53889,0.604582,40,1,0,-0.0257723,0,-1.97906,0.00781903,0.546449,40,1,0,0.722081,0,0.544242,0.803792,-3.8639,40,1,0,-1.6807,0,4.88375,-1.85028,1.37699,40,1,0,-0.088802,0,-0.667934,-0.0472152,-1.17428,40,1,0,0.932834,0,3.06755,0.855046,0.081386,40,1,0,-1.75951,0,1.42245,-1.75526,-2.34756,40,1,0,-0.0556153,0,-0.173168,-0.0571212,0.344922,40,1,0,0.622877,0,-4.47763,0.663601,2.63148,40,1,0,-1.33424,0,4.59926,-1.44906,0.307346,-0.0564915,-0.071526,-0.319551,-0.0457453,0.0970532,-0.262209,-0.0194653,-0.108237,-0.277901,-0.0314462,0.0759813,-0.335305,11.6542,8.05758,0.313389
1933,1933,40,1,0,0.144435,0,2.12749,0.0751717,0.620084,40,1,0,0.363919,0,-5.93719,0.614799,-4.44523,40,1,0,-1.44321,0,2.46558,-1.53712,0.853289,40,1,0,-0.0257723,0,-1.80589,0.0085457,0.437934,40,1,0,0.722081,0,0.56898,0.798645,-3.7205,40,1,0,-1.6807,0,4.31477,-1.84551,1.98157,40,1,0,-0.088802,0,-0.544242,-0.0489107,-1.04639,40,1,0,0.932834,0,2.42435,0.856651,0.627835,40,1,0,-1.75951,0,1.32762,-1.75846,-2.07863,40,1,0,-0.0556153,0,-0.173168,-0.0567881,0.240282,40,1,0,0.622877,0,-4.40341,0.671504,2.3757,40,1,0,-1.33424,0,4.59926,-1.44862,0.29117,-0.0604536,-0.0712318,-0.319162,-0.0465515,0.0972498,-0.262851,-0.01947,-0.108681,-0.27717,-0.0287615,0.0760754,-0.335589,11.6542,8.05758,0.313389
1934,1934,40,1,0,0.144435,0,2.12749,0.0761709,0.577453,40,1,0,0.363919,0,-5.36821,0.608169,-4.64288,40,1,0,-1.44321,0,2.41817,-1.53419,1.17479,40,1,0,-0.0257723,0,-1.45956,0.00915125,0.0697594,40,1,0,0.722081,0,0.544242,0.793588,-3.68562,40,1,0,-1.6807,0,3.69837,-1.84225,2.14333,40,1,0,-0.088802,0,-0.420551,-0.0506668,-1.09677,40,1,0,0.932834,0,2.15223,0.857862,0.840989,40,1,0,-1.75951,0,1.46987,-1.76341,-1.9472,40,1,0,-0.0556153,0,-0.0247383,-0.0566972,0.0503818,40,1,0,0.622877,0,-4.52711,0.674834,2.46096,40,1,0,-1.33424,0,4.50443,-1.44796,0.232531,-0.0621239,-0.0709029,-0.319363,-0.0475119,0.0974127,-0.263203,-0.0198324,-0.109124,-0.276111,-0.0275507,0.0760945,-0.335783,11.6557,8.05853,0.313405
1935,1935,40,1,0,0.144435,0,2.44909,0.0772609,0.251909,40,1,0,0.363919,0,-4.30446,0.595331,-4.99167,40,1,0,-1.44321,0,2.22851,-1.53247,1.21523,40,1,0,-0.0257723,0,-1.26165,0.00896958,-0.197652,40,1,0,0.722081,0,0.272121,0.78499,-2.9609,40,1,0,-1.6807,0,3.03456,-1.83483,2.86519,40,1,0,-0.088802,0,-0.272121,-0.0539368,-1.22467,40,1,0,0.932834,0,2.02854,0.859285,1.02701,40,1,0,-1.75951,0,1.32762,-1.7657,-1.73893,40,1,0,-0.0556153,0,0.0742148,-0.0567275,-0.0387552,40,1,0,0.622877,0,-4.67554,0.678074,2.29431,40,1,0,-1.33424,0,4.64667,-1.44758,0.279038,-0.0659031,-0.0705937,-0.318938,-0.0489365,0.0973744,-0.264286,-0.0197574,-0.110005,-0.275366,-0.0264158,0.076076,-0.335933,11.6557,8.05853,0.313405
1936,1936,40,1,0,0.126136,0,2.5233,0.0776847,0.236407,40,1,0,0.353513,0,-3.88391,0.588276,-5.48387,40,1,0,-1.30711,0,2.32334,-1.52931,1.2031,40,1,0,-0.0413453,0,-1.08848,0.00851542,-0.360424,40,1,0,0.634041,0,0.346336,0.781114,-2.75162,40,1,0,-1.56275,0,2.70266,-1.83111,3.14423,40,1,0,-0.0961944,0,-0.247383,-0.0556626,-1.1394,40,1,0,0.955297,0,2.02854,0.861798,0.899122,40,1,0,-1.74767,0,1.46987,-1.76786,-1.50842,40,1,0,-0.0145327,0,0.123691,-0.0568184,-0.0348797,40,1,0,0.697155,0,-4.67554,0.683948,2.12766,40,1,0,-1.36219,0,4.45701,-1.44725,0.262862,-0.0676793,-0.0704496,-0.319083,-0.0495403,0.0972591,-0.26488,-0.0193589,-0.110461,-0.274834,-0.0244156,0.076034,-0.336142,11.6587,8.06001,0.313333
